Country Code,type,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
UGA,cases,11522961,12388974,12587470,12577824,12064883,12005292,12037459,12249023,12719269,13288506,13277279,13212603,13013284,11862873,10862413,9690714,11226154,12140161,11224558,11629246,12982097
GTM,cases,63676,42680,42213,36810,34124,46537,36610,17992,8421,8285,9468,7968,6262,7282,5764,6482,5857,4832,3541,2428,1241
MRT,cases,403918,429702,344961,339273,272001,254652,230502,227452,200705,105581,123045,162490,85009,94101,193411,249288,315084,237633,173555,127204,139446
SUR,cases,11361,16003,12837,10982,8378,9131,3289,1104,2086,2499,1771,795,569,729,401,81,76,19,29,95,147
ERI,cases,42048,54461,32823,49490,15093,27680,16438,37568,20767,27656,83471,76678,52483,49309,109689,64020,86561,115928,99716,200382,158889
BOL,cases,45647,22330,19768,27568,20206,27296,25742,19799,13210,13344,18659,9680,10048,10906,10994,9315,7510,6195,7239,12654,16506
VNM,cases,201414,185145,131451,96592,56559,40604,43620,28022,17911,22853,22959,20206,23838,20760,19060,11283,5024,5485,3777,3742,1657
BRA,cases,760760,467114,407200,465651,516739,658276,584183,534516,335694,328858,390023,284024,258095,197679,146599,164589,132022,220912,218813,178652,167097
GNB,cases,479861,406016,327275,246480,167413,127536,106558,106532,127914,159662,189755,199885,194666,184328,160854,136360,117007,104397,106349,121902,174987
BWA,cases,19146,7698,3663,1862,1217,1466,4801,1292,2457,2719,2229,682,304,724,2073,454,1315,2920,803,257,1759
PRK,cases,90582,115615,98852,16538,15827,6728,6913,4795,16611,14632,13520,16760,21850,14407,10535,7022,5033,4603,3698,1869,1819
STP,cases,31975,42086,50586,42656,46486,18139,5146,2421,6258,6182,2740,8442,12550,9243,1754,2056,2238,2239,2937,2732,1933
ECU,cases,104528,108903,86757,52065,28730,17050,9863,8194,4891,4126,1888,1218,544,368,242,618,1191,1275,1653,1803,1934
SLE,cases,2154734,2248700,2309209,2309575,2328946,2305873,2285588,2381690,2608564,2804315,2874660,2896554,2883917,2842351,2812427,2809720,2830700,2767811,2768412,2714910,2617968
KEN,cases,6929773,7938230,7543097,7255664,6345814,5000527,3896588,3085187,2639673,2567362,2690765,2844630,3050368,3247830,3303940,3292619,3235476,3140919,3070698,2967868,2738383
RWA,cases,1983730,1963986,1604762,1298588,1127711,1391517,1396850,840559,683661,1546660,1079765,390611,646386,1214623,2299121,3585563,4887836,8681013,6134659,4590903,2986047
NAM,cases,77821,102902,70395,67564,105493,65303,68176,20663,12094,8122,2590,3092,5467,7844,25780,15052,32052,89155,50217,5705,20258
GMB,cases,491730,491620,491827,492303,492874,493387,493699,493777,493650,493445,493286,473874,523991,574774,303721,450479,297058,148057,196018,109975,210897
BTN,cases,5935,5982,6511,3806,2670,1825,1868,793,329,1057,436,194,82,15,19,34,15,11,6,2,22
GUY,cases,33628,37974,30656,38681,40416,54583,27629,15697,16365,17877,29631,38863,43572,57459,22310,18030,19317,25167,30769,26307,22159
PAN,cases,1091,977,2363,4739,5365,3861,1751,1349,783,819,440,372,888,740,1005,575,809,801,789,1663,2306
VEN,cases,35517,23834,35029,37510,54984,52979,43638,48834,37482,41927,57905,53565,61850,92159,106079,159661,281897,482617,475212,467421,231743
SWZ,cases,792,1395,670,342,574,279,155,84,58,106,268,379,409,728,389,318,250,440,686,239,233
NPL,cases,47986,55778,85217,72856,34773,36030,35567,42145,31003,25643,30196,18512,13662,10164,4886,4370,3353,2690,2736,464,245
AFG,cases,1312939,1312939,1382972,1242906,716954,535477,418216,452626,402909,274981,292015,362319,220653,279634,319142,368235,733205,798871,633500,413480,253158
COD,cases,22117306,22753379,23456540,24401918,25538947,26389768,26813132,27125730,26880773,25851664,25174268,24413631,23848321,23298085,22683834,22550355,23438237,25087950,26975676,27831537,29036471
PER,cases,94271,105067,128960,111816,115387,108134,80054,62633,54608,52035,37847,30924,40437,62669,83936,116308,72836,72557,58455,45729,29745
SSD,cases,2276197,2303031,2251307,2211009,2212069,2304099,2413591,2490136,2561254,2615420,2716508,2859336,2910711,2958829,2916371,2903950,2887385,3030835,3059985,3111318,3211331
SDN,cases,2530343,2415378,1913290,1799707,1673082,1691441,1667898,1505216,1277316,1169924,1130637,1151087,1196758,1295289,1464903,1642188,2122267,2194802,2474192,2808157,3218465
TCD,cases,2206959,2303533,2085966,2117386,2136583,2228197,2336909,2419751,2513300,2672984,2760481,2660817,2559176,2489517,2550213,2646943,2775765,2915825,3155109,3205889,3351197
ZMB,cases,4136290,4321294,4075482,3923240,3485908,3064227,2708524,2418532,2217141,2183393,2292275,2531355,2898072,3397484,3577658,3482707,3370359,3122084,3103175,3114941,3435936
BDI,cases,3047638,3060075,2886631,2650702,2364479,2155222,1993096,1757387,1603138,1468145,1468912,1477281,1521970,1624753,1734733,1973819,2400698,2707373,3223461,3426146,3506219
MDG,cases,905987,1111496,898515,1180072,834134,662852,666523,442208,469371,882824,893540,823538,1594592,1497292,1078280,2345948,1408501,1934795,1848813,1915533,3695590
THA,cases,78561,63528,44555,37355,26690,29782,30294,33178,28569,29462,32480,24897,46895,41602,41218,8022,7428,5694,4077,3198,3007
NIC,cases,29953,13275,9745,8507,8735,8412,3943,1717,965,772,876,1171,1564,1471,1446,2886,7937,13866,20158,16717,33244
GNQ,cases,235276,245740,256076,269468,282782,297172,307995,317101,308886,295005,294885,306228,338449,374281,387205,389894,388740,373828,347938,333972,337892
MEX,cases,7390,4996,4624,3819,3406,2967,2514,2361,2357,2703,1226,1124,833,495,656,517,551,736,803,618,356
KOR,cases,4183,2556,1799,1171,864,1369,2051,2227,1063,898,1267,505,394,383,557,627,602,436,501,485,356
HTI,cases,72509,73751,74996,76247,77506,78775,81199,73292,89554,83939,85235,81483,65545,62551,33119,32185,36279,33122,16000,17703,38078
TLS,cases,126328,128735,104357,67524,234045,153748,164285,114693,134166,103246,102580,32765,7740,1692,568,110,112,22,0,0,4
IND,cases,19659998,20081581,18937732,20237386,22451735,24267362,19848564,19189779,20092638,20643216,20219804,17286688,13978446,10982324,11123516,11852773,12431896,9339370,6768155,5548478,4148253
GIN,cases,3667311,3726628,3658405,3539604,3310157,3130628,3102396,3203174,3468822,3832532,4145673,4395976,4577634,4517687,4447573,4369537,4235383,4268657,4335930,4187051,4196430
ETH,cases,10012002,10740816,9818962,10682423,11221054,7893191,7565788,6664422,5674236,7876855,9254141,9513941,11007934,12428044,10591119,9173386,6501344,4851370,2793314,2645193,4231328
MWI,cases,5164430,5318574,5130061,4780799,4549207,4587934,4541568,4650432,5022864,5379216,5516206,5460330,4929530,4547495,4265161,4032938,3868572,3851092,3782274,3835146,4370301
BEN,cases,2906648,3062820,3273171,3461238,3713286,3880119,3990012,4075243,4064889,3959981,3830368,3662477,3555478,3596818,3746939,4083754,4549900,4717923,4706391,4735800,4707522
PHL,cases,79974,56147,70585,100493,91225,83163,102993,112751,74621,58824,53512,23918,19171,17518,14318,27901,17313,16548,10900,13536,43023
ZAF,cases,18064,26506,15649,13459,13399,7755,12098,6327,7796,6072,8060,9866,6621,8645,11705,4959,4323,22517,9540,3096,4463
COM,cases,35309,35335,35347,35347,35342,35336,35332,35328,35325,35322,36538,24856,49840,53156,2203,1300,1143,3230,15186,17599,4546
GAB,cases,398161,386020,354240,305782,240402,197886,171998,161791,177824,224120,280006,338757,395572,438354,489638,494568,462369,452031,443712,448958,479563
GHA,cases,8390825,8296535,7919784,7696197,7493504,7338128,7340195,7545707,8063544,8695038,9211717,9551273,9516545,9086246,8460913,7681390,6763906,5850313,5111179,4911921,5060166
PAK,cases,929292,1037774,966325,924733,683580,845170,851104,835398,763800,1015691,1445704,1905938,1652576,1419230,1373352,992605,1000765,819944,705529,640380,542960
LAO,cases,89755,62084,50404,45710,40333,35002,48965,45688,41446,47466,43766,30366,79939,68570,87770,62489,26862,14609,15654,11590,5674
CMR,cases,6263468,6484711,6575562,6996994,7478042,7658081,7638072,7488144,6997342,6243010,5916662,5612172,5543813,5786535,5940368,6087831,6163766,6155492,6236858,6316506,6900814
NGA,cases,51119378,51130906,50530444,51659556,54284280,56627136,58577749,60355724,62075250,61757109,59162695,57063559,54860037,52935597,52452825,52990392,54658102,56872963,58570568,60378016,64677959
KHM,cases,669109,388681,349008,464899,403094,388706,437975,191165,214883,426267,353293,368041,260016,168806,240449,218837,124137,202696,272272,140077,69136
TZA,cases,11387493,11292969,10686866,10309562,9983978,9550230,8966193,8080394,7159787,6508624,6092023,5820349,5864639,6521880,7239731,7223235,6964441,6754419,6471822,6487332,7178459
MLI,cases,4446769,4592575,4837950,5078371,5310943,5509314,5356747,5307761,5349875,5461653,5772983,6279267,6961475,7448756,7468113,6833022,6902717,7160192,7378847,6559792,7238665
CIV,cases,8402895,8796365,9013441,9179349,9270982,8921724,8922496,9035145,9370105,9733759,9894039,9812222,8242023,6499239,6012351,5753943,5986942,6353352,6827252,7231163,7571801
NER,cases,4115946,4150655,3987705,3727026,3928085,4188975,4311636,4605268,5370546,6013190,6821838,7327134,7646932,7709350,7875100,8078973,8057065,7870403,7741136,7612769,7845520
DJI,cases,1832,1872,1907,1940,1970,2000,2029,2057,2084,2686,1010,2180,2217,1684,9439,9473,13822,14671,24845,49402,72332
BGD,cases,94432,96230,97997,99709,101332,102848,68539,126937,121043,80603,69307,63432,35375,31594,66274,45478,31621,33331,12397,21202,7545
YEM,cases,1054905,1177530,1307377,1188478,956179,1002795,1201845,852425,539905,701964,1131912,792771,860962,700432,587292,513816,661252,747173,871031,842059,780106
IDN,cases,1238663,1255726,1272887,1290172,1180838,1289533,1505353,1360826,1378954,1397405,2163008,1967619,1951821,1661300,1263267,1128930,1181016,808348,596956,659480,784854
BFA,cases,7002044,7189899,7324867,7404515,7328543,7165234,7164531,7500979,8163719,8660267,8915088,8959042,8851576,8317848,7879925,7671964,7134681,7095168,7292399,7439282,8150690
AGO,cases,5340066,5535342,5415619,5685269,5885039,6141449,6072435,5735024,5064933,4431095,4034069,3806828,3872052,4180694,4493340,4926711,5464271,6230177,6600911,7232418,8268572
MMR,cases,1356462,1371136,1384987,1397958,1410024,1421215,1017913,1283157,1573810,1492378,2017346,1326603,1754334,611838,383705,271877,162032,120755,108681,78640,82434
SOM,cases,1114212,1157164,1198956,1187649,1215543,1426667,1292397,1114252,719155,450388,526336,440754,454146,545556,640331,769171,794615,813032,772351,758855,829649
SAU,cases,6608,3074,2612,1724,1232,1059,1278,467,61,58,29,69,82,34,30,83,272,177,61,38,83
SEN,cases,3000479,2746324,2299641,2137402,1502581,1389197,1380317,1160145,628766,405713,766710,637322,713894,851522,546694,1010929,684131,805707,1047659,672221,836014
CRI,cases,1879,1363,1021,718,1289,3541,2903,1223,966,262,110,10,6,0,0,0,4,12,70,95,90
VUT,cases,23167,18702,36655,42687,40904,25624,22943,27312,26771,14887,20972,11631,8394,5326,2427,789,4177,2266,1167,1047,910
ALB,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
DZA,cases,34,6,10,5,2,1,1,26,3,0,1,1,55,8,0,0,0,0,0,0,0
AND,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ATG,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ARG,cases,440,215,125,124,116,231,172,328,105,92,54,0,0,0,0,0,0,0,0,0,0
ARM,cases,141,79,52,29,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
AUT,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
AZE,cases,1526,1054,505,480,386,242,141,108,72,78,50,4,3,0,0,0,0,0,0,0,0
BHS,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BHR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BRB,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BLR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BEL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BIH,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BRN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
BGR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CAN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CHL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CHN,cases,8025,21237,25520,28491,27197,21936,35383,29304,16650,9287,4990,1308,244,83,53,39,1,0,0,0,0
COK,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
HRV,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CUB,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CYP,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CZE,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
DNK,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
DMA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
EGY,cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,cases,753,362,117,85,112,67,49,40,33,21,17,7,13,6,6,5,12,0,0,0,0
EST,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
FJI,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
FIN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
FRA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
GEO,cases,245,438,474,316,257,155,59,24,6,1,0,0,0,0,0,0,0,0,0,0,0
DEU,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
GRC,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
GRD,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
HUN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ISL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
IRN,cases,19716,19303,15558,23562,13821,18966,15909,15712,8349,4345,1847,1632,756,479,358,167,81,57,0,0,0
IRQ,cases,1860,1265,952,347,155,47,24,3,6,0,0,0,0,0,0,0,0,0,0,0,0
IRL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ISR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ITA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
JAM,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
JPN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
JOR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
KAZ,cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
KWT,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
KGZ,cases,7,15,2725,461,91,225,318,96,18,1,3,0,0,0,0,0,0,0,0,0,0
LVA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LBN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LSO,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LBY,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LTU,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LUX,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MYS,cases,12705,12780,11019,6338,6154,5569,5294,4048,6071,5955,5194,3954,3662,1028,596,242,266,85,0,0,0
MDV,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MLT,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MHL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MUS,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
FSM,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MCO,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MNG,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MNE,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MAR,cases,3,0,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRU,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
NLD,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
NZL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
NIU,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
NOR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
OMN,cases,6,2,6,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PLW,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PRY,cases,6853,2710,2778,1392,694,376,823,1341,341,80,20,1,0,0,0,0,0,0,0,0,0
POL,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PRT,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
QAT,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MDA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
MKD,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ROU,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
RUS,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
KNA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LCA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
VCT,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
WSM,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SMR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SRB,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SYC,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SGP,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SVK,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SVN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ESP,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
LKA,cases,210039,66522,41411,10510,3720,1640,591,198,649,531,684,124,23,0,0,0,0,0,0,0,0
SWE,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
CHE,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
SYR,cases,6,63,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJK,cases,19064,11387,6160,5428,3588,2309,1344,635,318,164,112,78,28,4,2,0,0,0,0,0,0
TON,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
TTO,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
TUN,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
TUR,cases,11432,10812,10224,9222,5302,2084,796,313,166,38,0,0,0,0,0,0,0,0,0,0,0
TKM,cases,24,8,18,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUV,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
UKR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
ARE,cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBR,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
USA,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
URY,cases,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
UZB,cases,126,77,74,74,66,102,73,30,7,0,3,0,0,0,0,0,0,0,0,0,0